क्रस,प्रदेश,स्थानीय तहको नाम,जिल्ला,वेवसाईट,कार्यालयको ईमेल,सम्पर्क फोन,बिस्तृतमा
३७३,बागमती प्रदेश,घ्याङलेख गाउँपालिका,सिन्धुली,http://ghyanglekhmun.gov.np,info@ghyanglekhmun.gov.np,9854041892,
३७४,बागमती प्रदेश,मरिण गाउँपालिका,सिन्धुली,http://marinmun.gov.np,info@marinmun.gov.np,9854042200,
३७५,बागमती प्रदेश,हरिहरपुरगढी गाउँपालिका,सिन्धुली,http://hariharpurgadhimun.gov.np,hariharpurgadhi@gmail.com,047-692040,
३७६,बागमती प्रदेश,ईन्द्रसरोवर गाउँपालिका,मकवानपुर,http://indrasarowarmun.gov.np,indrasarowarmun@gmail.com,9847216005,
३७७,बागमती प्रदेश,थाहा नगरपालिका,मकवानपुर,http://thahamun.gov.np,info@thahamun.gov.np,057-400066,
३७८,बागमती प्रदेश,कैलाश गाउँपालिका,मकवानपुर,http://kailashmun.gov.np,info@kailashmun.gov.np,9855088266,
३७९,बागमती प्रदेश,राक्सिराङ्ग गाउँपालिका,मकवानपुर,http://raksirangmun.gov.np,info@raksirangmun.gov.np,9855077601,
३८०,बागमती प्रदेश,मनहरी गाउँपालिका,मकवानपुर,http://manaharimun.gov.np,manaharimun@gmail.com,057-419303,
३८१,बागमती प्रदेश,हेटौंडा उप-महानगरपालिका,मकवानपुर,http://hetaudamun.gov.np,Info@hetaudamun.gov.np,057-520377,
३८२,बागमती प्रदेश,भिमफेदी गाउँपालिका,मकवानपुर,http://bhimphedimun.gov.np,ito.bhimphedimun@gmail.com,"057410066,",
३८३,बागमती प्रदेश,मकवानपुरगढी गाउँपालिका,मकवानपुर,http://makawanpurgadhimun.gov.np,info@makawanpurgadhimun.gov.np,9855088996,
३८४,बागमती प्रदेश,बकैया गाउँपालिका,मकवानपुर,http://bakaiyamun.gov.np,bakaiyagaunpalika@gmail.com,9855088066,
३८५,बागमती प्रदेश,बाग्मती गाउँपालिका,मकवानपुर,http://bagmatimunmakawanpur.gov.np,bagmatimun.makwanpur@gmail.com,057620476,
३८६,बागमती प्रदेश,राप्ती नगरपालिका,चितवन,http://raptimun.gov.np,contact@raptimun.gov.np,056-550015,
३८७,बागमती प्रदेश,कालिका नगरपालिका,चितवन,http://kalikamunchitwan.gov.np,kalikanagarpalika@gmail.com,056413127,
३८८,बागमती प्रदेश,इच्छाकामना गाउँपालिका,चितवन,http://ichchhakamanamun.gov.np,ichchhakamanaruralmun@gmail.com,056-410111,
३८९,बागमती प्रदेश,भरतपुर महानगरपालिका,चितवन,http://bharatpurmun.gov.np,bmc@ntc.net.np,056-525879,
३९०,बागमती प्रदेश,रत्ननगर नगरपालिका,चितवन,http://ratnanagarmun.gov.np,info@ratnanagarmun.gov.np,056-560529,
३९१,बागमती प्रदेश,खैरहनी नगरपालिका,चितवन,http://khairahanimun.gov.np,info@khairahanimun.gov.np,056-582006,
३९२,बागमती प्रदेश,माडी नगरपालिका,चितवन,http://madimunchitwan.gov.np,dms.maddimun@gmail.com,056-501041,
३९३,गण्डकी प्रदेश,चुमनुव्री गाउँपालिका,गोरखा,http://chumanuwrimun.gov.np,chumanuwrimun@gmail.com,9851015492,
३९४,गण्डकी प्रदेश,अजिरकोट गाउँपालिका,गोरखा,http://ajirkotmun.gov.np,ajirkotrm@gmail.com,064-691170,
३९५,गण्डकी प्रदेश,बारपाक सुलिकोट गाउँपालिका,गोरखा,http://barpaksulikotmun.gov.np,barpaksulikotrm@gmail.com,064-691177,
३९६,गण्डकी प्रदेश,धार्चे गाउँपालिका,गोरखा,http://dharchemun.gov.np,info@dharchemun.gov.np,9856041451,
३९७,गण्डकी प्रदेश,आरूघाट गाउँपालिका,गोरखा,http://aarughatmun.gov.np,rm.arughat@gmail.com,064-410044,
३९८,गण्डकी प्रदेश,भिमसेनथापा गाउँपालिका,गोरखा,http://bhimsenthapamun.gov.np,info@bhimsenmun.gov.np,9856010045,
३९९,गण्डकी प्रदेश,सिरानचोक गाउँपालिका,गोरखा,http://siranchowkmun.gov.np,info@siranchowkmun.gov.np,"9856010050,",
४००,गण्डकी प्रदेश,पालुङटार नगरपालिका,गोरखा,http://palungtarmun.gov.np,palungtarmun@gmail.com,064-400053,
४०१,गण्डकी प्रदेश,गोरखा नगरपालिका,गोरखा,http://gorkhamun.gov.np,info@gorkhamun.gov.np,064-420696,
४०२,गण्डकी प्रदेश,शहिद लखन गाउँपालिका,गोरखा,http://shahidlakhanmun.gov.np,info@shahidlakhanmun.gov.np,9856040375,
४०३,गण्डकी प्रदेश,गण्डकी गाउँपालिका,गोरखा,http://gandakimun.gov.np,info@gandakimun.gov.np,064-620062,
४०४,गण्डकी प्रदेश,नार्पा भूमि गाउँपालिका,मनाङ,http://narpabhumimun.gov.np,narpa2018@gmail.com,9843413083,
४०५,गण्डकी प्रदेश,मनाङ ङिस्याङ गाउँपालिका,मनाङ,http://manangngisyangmun.gov.np,manangngisyangrmun@gmail.com,9856049159,
४०६,गण्डकी प्रदेश,चामे गाउँपालिका,मनाङ,http://chamemun.gov.np,info@chamemun.gov.np,066-440262,
४०७,गण्डकी प्रदेश,नासोँ गाउँपालिका,मनाङ,http://nasonmun.gov.np,nashongrm@gmail.com,9856049450,
४०८,गण्डकी प्रदेश,लो-घेकर दामोदरकुण्ड गाउँपालिका,मुस्ताङ,http://loghekardamodarkundamun.gov.np,loghekardamodarkundamun@gmail.com,9857639999,
४०९,गण्डकी प्रदेश,घरपझोङ गाउँपालिका,मुस्ताङ,http://gharapjhongmun.gov.np,info@gharapjhongmun.gov.np,069-440016,
४१०,गण्डकी प्रदेश,वारागुङ मुक्तिक्षेत्र गाउँपालिका,मुस्ताङ,http://varagungmuktichhetramun.gov.np,info@varagungmuktichhetramun.gov.np,069421001,
४११,गण्डकी प्रदेश,लोमन्थाङ गाउँपालिका,मुस्ताङ,http://lomanthangmun.gov.np,lomanthanggaupalika@gmail.com,9857630330,
४१२,गण्डकी प्रदेश,थासाङ गाउँपालिका,मुस्ताङ,http://thasangmun.gov.np,thasangmun@gmail.com,9857650512,
४१३,गण्डकी प्रदेश,अन्नपूर्ण गाउँपालिका,म्याग्दी,http://annapurnamunmyagdi.gov.np,info@annapurnamunmyagdi.gov.np,9857683810,
४१४,गण्डकी प्रदेश,रघुगंगा गाउँपालिका,म्याग्दी,http://raghugangamun.gov.np,raghugangagapa@gmail.com,9851040280,
४१५,गण्डकी प्रदेश,धवलागिरी गाउँपालिका,म्याग्दी,http://dhawalagirimun.gov.np,dhawalagirigapa@gmail.com,9857675987,
४१६,गण्डकी प्रदेश,मालिका गाउँपालिका,म्याग्दी,http://malikamunmyagdi.gov.np,malikamunmyagdi@gmail.com,069420020,
४१७,गण्डकी प्रदेश,मंगला गाउँपालिका,म्याग्दी,http://mangalamun.gov.np,info@mangalamun.gov.np,"9857642642,",
४१८,गण्डकी प्रदेश,बेनी नगरपालिका,म्याग्दी,http://benimun.gov.np,benimunicipality@gmail.com,069-521276,
४१९,गण्डकी प्रदेश,मादी गाउँपालिका,कास्की,http://madimunkaski.gov.np,info@madimunkaski.gov.np,061506403,
४२०,गण्डकी प्रदेश,माछापुछ्रे गाउँपालिका,कास्की,http://machhapuchhremun.gov.np,info@machhapuchhremun.gov.np,9856017310,
४२१,गण्डकी प्रदेश,अन्नपूर्ण गाउँपालिका,कास्की,http://annapurnamunkaski.gov.np,info@annapurnamunkaski.gov.np,061-414101,
४२२,गण्डकी प्रदेश,पोखरा महानगरपालिका,कास्की,http://pokharamun.gov.np,info@pokharamun.gov.np,"061-521105,",
४२३,गण्डकी प्रदेश,रूपा गाउँपालिका,कास्की,http://rupamun.gov.np,ruparumun@gmail.com,9856072101,
४२४,गण्डकी प्रदेश,दोर्दी गाउँपालिका,लमजुङ,http://dordimun.gov.np,dordigaupalika073@gmail.com,9856046264,
४२५,गण्डकी प्रदेश,मर्स्याङदी गाउँपालिका,लमजुङ,http://marsyangdimun.gov.np,info@marsyangdimun.gov.np,066-620023,
४२६,गण्डकी प्रदेश,क्व्होलासोथार गाउँपालिका,लमजुङ,http://kwholasotharmun.gov.np,kwholasotharrmun@gmail.com,9856045819,
४२७,गण्डकी प्रदेश,मध्यनेपाल नगरपालिका,लमजुङ,http://madhyanepalmun.gov.np,madhyanepalmun@gmail.com,"066-410252,410052",
४२८,गण्डकी प्रदेश,बेसीशहर नगरपालिका,लमजुङ,http://besishaharmun.gov.np,besishaharmunicipality@gmail.com,066-520204,
४२९,गण्डकी प्रदेश,सुन्दरबजार नगरपालिका,लमजुङ,http://sundarbazarmun.gov.np,sundarbazarmun@gmail.com,"066-402226,9849320030",
४३०,गण्डकी प्रदेश,राईनास नगरपालिका,लमजुङ,http://rainasmun.gov.np,rainasmunicipality@gmail.com,9856013111,
४३१,गण्डकी प्रदेश,दूधपोखरी गाउँपालिका,लमजुङ,http://dudhpokharimun.gov.np,info@dudhpokharimun.gov.np,9856046357,
४३२,गण्डकी प्रदेश,भानु नगरपालिका,तनहुँ,http://bhanumun.gov.np,bhanumunicipality@gmail.com,9856005111,
४३३,गण्डकी प्रदेश,व्यास नगरपालिका,तनहुँ,http://vyasmun.gov.np,vyasmunicipality@gmail.com,065-560162,
४३४,गण्डकी प्रदेश,म्याग्दे गाउँपालिका,तनहुँ,http://myagdemun.gov.np,myagderumun@gmail.com,065-400116,
४३५,गण्डकी प्रदेश,शुक्लागण्डकी नगरपालिका,तनहुँ,http://shuklagandakimun.gov.np,info@shuklagandakimun.gov.np,065-414305,
४३६,गण्डकी प्रदेश,भिमाद नगरपालिका,तनहुँ,http://bhimadmun.gov.np,info@bhimadmun.gov.np,065-572436,
४३७,गण्डकी प्रदेश,घिरिङ गाउँपालिका,तनहुँ,http://ghiringmun.gov.np,ghiringgaupalika@gmail.com,065-620008,
४३८,गण्डकी प्रदेश,ऋषिङ्ग गाउँपालिका,तनहुँ,http://rishingmun.gov.np,info@rishingmun.gov.np,065-620095,
४३९,गण्डकी प्रदेश,देवघाट गाउँपालिका,तनहुँ,http://devghatmun.gov.np,info@devghatmun.gov.np,056-500072,
४४०,गण्डकी प्रदेश,बन्दिपुर गाउँपालिका,तनहुँ,http://bandipurmun.gov.np,info@bandipurmun.gov.np,065-520123,
४४१,गण्डकी प्रदेश,आँबुखैरेनी गाउँपालिका,तनहुँ,http://aanbookhairenimun.gov.np,info@aanbookhairenimun.gov.np,065-540082,
४४२,गण्डकी प्रदेश,गैंडाकोट नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://gaindakotmun.gov.np,info@gaindakotmun.gov.np,078-501190,
४४३,गण्डकी प्रदेश,बुलिङटार गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://bulingtarmun.gov.np,info@bulingtarmun.gov.np,9857070107,
४४४,गण्डकी प्रदेश,बौदीकाली गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://baudikalimun.gov.np,baudikalimun@gmail.com,9857046264,
४४५,गण्डकी प्रदेश,हुप्सेकोट गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://hupsekotmun.gov.np,hupsekotrmun@gmail.com,9857087300,
४४६,गण्डकी प्रदेश,देवचुली नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://devchulimun.gov.np,info@devchulimun.gov.np,078-575010,
४४७,गण्डकी प्रदेश,कावासोती नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://kawasotimun.gov.np,info@kawasotimun.gov.np,078-540170,
४४८,गण्डकी प्रदेश,मध्यविन्दु नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://madhyabindumun.gov.np,info@madhyabindumun.gov.np,"078-410125,",
४४९,गण्डकी प्रदेश,बिनयी त्रिवेणी गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पूर्व),http://binayitribenimun.gov.np,info@binayitribenimun.gov.np,"078-416182,078416185",
४५०,गण्डकी प्रदेश,पुतलीबजार नगरपालिका,स्याङजा,http://putalibazarmun.gov.np,info@putalibazarmun.gov.np,063420409,
४५१,गण्डकी प्रदेश,फेदीखोला गाउँपालिका,स्याङजा,http://phedikholamun.gov.np,phedikhola174@gmail.com,063402073,
४५२,गण्डकी प्रदेश,आँधिखोला गाउँपालिका,स्याङजा,http://aandhikholamun.gov.np,andhikholarm@gmail.com,063-413000,
४५३,गण्डकी प्रदेश,अर्जुनचौपारी गाउँपालिका,स्याङजा,http://arjunchauparimun.gov.np,info@arjunchauparimun.gov.np,063422007,
४५४,गण्डकी प्रदेश,भीरकोट नगरपालिका,स्याङजा,http://bheerkotmun.gov.np,info@bheerkotmun.gov.np,063-400106,
४५५,गण्डकी प्रदेश,बिरुवा गाउँपालिका,स्याङजा,http://biruwamun.gov.np,biruwaruralmun@gmail.com,061-620914,
४५६,गण्डकी प्रदेश,हरिनास गाउँपालिका,स्याङजा,http://harinasmun.gov.np,harinasruralmunicipality@gmail.com,9856036468,
४५७,गण्डकी प्रदेश,चापाकोट नगरपालिका,स्याङजा,http://chapakotmun.gov.np,info@chapakotmun.gov.np,063411080,
४५८,गण्डकी प्रदेश,वालिङ नगरपालिका,स्याङजा,http://walingmun.gov.np,info@walingmun.gov.np,063-440177,
४५९,गण्डकी प्रदेश,गल्याङ नगरपालिका,स्याङजा,http://galyangmun.gov.np,info@galyangmun.gov.np,063-460129,
४६०,गण्डकी प्रदेश,कालीगण्डकी गाउँपालिका,स्याङजा,http://kaligandakimunsyangja.gov.np,kaligandakiruralmunicipality@gmail.com,9856000071,
४६१,गण्डकी प्रदेश,मोदी गाउँपालिका,पर्वत,http://modimun.gov.np,info@modimun.gov.np,067-410164,
४६२,गण्डकी प्रदेश,जलजला गाउँपालिका,पर्वत,http://jaljalamun.gov.np,jaljalamunparbat@gmail.com,"069522002,069522001",
४६३,गण्डकी प्रदेश,कुश्मा नगरपालिका,पर्वत,http://kushmamun.gov.np,info@kushmamun.gov.np,"067-420273,",
४६४,गण्डकी प्रदेश,फलेवास नगरपालिका,पर्वत,http://phalewasmun.gov.np,phalewashnagarpalika@gmail.com,"067-430103,",
४६५,गण्डकी प्रदेश,महाशिला गाउँपालिका,पर्वत,http://mahashilamun.gov.np,mahashilagapa@gmail.com,9857675111,
४६६,गण्डकी प्रदेश,विहादी गाउँपालिका,पर्वत,http://bihadimun.gov.np,bihadi.ruralmun@gmail.com,9857650871,
४६७,गण्डकी प्रदेश,पैयूं गाउँपालिका,पर्वत,http://paiyunmun.gov.np,paiyungapa@gmail.com,067-411101,
४६८,गण्डकी प्रदेश,बाग्लुङ नगरपालिका,बाग्लुङ,http://baglungmun.gov.np,info@baglungmun.gov.np,068-520306,
४६९,गण्डकी प्रदेश,काठेखोला गाउँपालिका,बाग्लुङ,http://kathekholamun.gov.np,kathekholagahunpalika123@gmail.com,9857620694,
४७०,गण्डकी प्रदेश,ताराखोला गाउँपालिका,बाग्लुङ,http://tarakholamun.gov.np,ito.tarakholamun@gmail.com,9857661129,
४७१,गण्डकी प्रदेश,तमानखोला गाउँपालिका,बाग्लुङ,http://tamankholamun.gov.np,info@tamankholamun.gov.np,068620014,
४७२,गण्डकी प्रदेश,ढोरपाटन नगरपालिका,बाग्लुङ,http://dhorpatanmun.gov.np,info@dhorpatanmun.gov.np,068-410180,
४७३,गण्डकी प्रदेश,निसीखोला गाउँपालिका,बाग्लुङ,http://nisikholamun.gov.np,info@nisikholamun.gov.np,9806197511,
४७४,गण्डकी प्रदेश,वडिगाड गाउँपालिका,बाग्लुङ,http://badigadmun.gov.np,badigadruralmunicipality@gmail.com,068-620067,
४७५,गण्डकी प्रदेश,गल्कोट नगरपालिका,बाग्लुङ,http://galkotmun.gov.np,info@galkotmun.gov.np,068412111,
४७६,गण्डकी प्रदेश,वरेङ गाउँपालिका,बाग्लुङ,http://barengmun.gov.np,barengrm@gmail.com,068620178,
४७७,गण्डकी प्रदेश,जैमिनी नगरपालिका,बाग्लुङ,http://jaiminimun.gov.np,jaiminimun@gmail.com,068-421100,
४७८,लुम्बिनी प्रदेश,पुथा उत्तरगंगा गाउँपालिका,रुकुम (पूर्वी भाग),http://puthauttargangamun.gov.np,puthauttargangamun@gmail.com,9857824380,
४७९,लुम्बिनी प्रदेश,सिस्ने गाउँपालिका,रुकुम (पूर्वी भाग),http://sisnemun.gov.np,info@sisnemun.gov.np,088-413064,
४८०,लुम्बिनी प्रदेश,भूमे गाउँपालिका,रुकुम (पूर्वी भाग),http://bhumemun.gov.np,bhumemun@gmail.com,9808502023,
४८१,लुम्बिनी प्रदेश,सुनछहरी गाउँपालिका,रोल्पा,http://sunchhaharimun.gov.np,sunchhaharimun@gmail.com,9841049953,
४८२,लुम्बिनी प्रदेश,थवाङ गाउँपालिका,रोल्पा,http://thabangmun.gov.np,thabangrm58@gmail.com,9857824750,
४८३,लुम्बिनी प्रदेश,परिवर्तन गाउँपालिका,रोल्पा,http://paribartanmun.gov.np,paribartanrmun@gmail.com,9857849001,
४८४,लुम्बिनी प्रदेश,गंगादेव गाउँपालिका,रोल्पा,http://gangadevmun.gov.np,info@gangadevmun.gov.np,"9845570400,9860623617,",
४८५,लुम्बिनी प्रदेश,माडी गाउँपालिका,रोल्पा,http://madimunrolpa.gov.np,madi.rumn73@gmail.com,086-416036,
४८६,लुम्बिनी प्रदेश,त्रिवेणी गाउँपालिका,रोल्पा,http://trivenimunrolpa.gov.np,info@trivenimunrolpa.gov.np,9857824585,
४८७,लुम्बिनी प्रदेश,रोल्पा नगरपालिका,रोल्पा,http://rolpamun.gov.np,rolpanagarpalika@gmail.com,086440071,
४८८,लुम्बिनी प्रदेश,रुन्टीगढी गाउँपालिका,रोल्पा,http://runtigadhimun.gov.np,rrmrolpa@gmail.com,9849628947,
४८९,लुम्बिनी प्रदेश,सुनिल स्मृति गाउँपालिका,रोल्पा,http://sunilsmritimun.gov.np,ito.sunilsmritirm@gmail.com,086-401170,
४९०,लुम्बिनी प्रदेश,लुङग्री गाउँपालिका,रोल्पा,http://lungrimun.gov.np,info@lungrimun.gov.np,9857822312,
४९१,लुम्बिनी प्रदेश,गौमुखी गाउँपालिका,प्यूठान,http://gaumukhimun.gov.np,info@gaumukhimun.gov.np,9857836319,
४९२,लुम्बिनी प्रदेश,नौबहिनी गाउँपालिका,प्यूठान,http://naubahinimun.gov.np,naubahinirm@gmail.com,9857836020,
४९३,लुम्बिनी प्रदेश,झिमरुक गाउँपालिका,प्यूठान,http://jhimrukmun.gov.np,info@jhimrukmun.gov.np,9857836322,
४९४,लुम्बिनी प्रदेश,प्यूठान नगरपालिका,प्यूठान,http://pyuthanmun.gov.np,pyuthannagarpalika@gmail.com,086460291,
४९५,लुम्बिनी प्रदेश,स्वर्गद्वारी नगरपालिका,प्यूठान,http://swargadwarimun.gov.np,info@swargadwarimun.gov.np,086-400117,
४९६,लुम्बिनी प्रदेश,माण्डवी गाउँपालिका,प्यूठान,http://mandavimun.gov.np,info@mandavimun.gov.np,9857836006,
४९७,लुम्बिनी प्रदेश,मल्लरानी गाउँपालिका,प्यूठान,http://mallaranimun.gov.np,info@mallaranimun.gov.np,086-420180,
४९८,लुम्बिनी प्रदेश,ऐरावती गाउँपालिका,प्यूठान,http://airawatimun.gov.np,info@airawatimun.gov.np,977-9857833023,
४९९,लुम्बिनी प्रदेश,सरुमारानी गाउँपालिका,प्यूठान,http://sarumaranimun.gov.np,sarumarani2073@gmail.com,9857836022,
५००,लुम्बिनी प्रदेश,कालीगण्डकी गाउँपालिका,गुल्मी,http://kaligandakimungulmi.gov.np,gulmikaligandaki@gmail.com,9857067925,
५०१,लुम्बिनी प्रदेश,सत्यवती गाउँपालिका,गुल्मी,http://satyawatimun.gov.np,info@satyawatimun.gov.np,079411076,
५०२,लुम्बिनी प्रदेश,चन्द्रकोट गाउँपालिका,गुल्मी,http://chandrakotmun.gov.np,chandrakotrmun@gmail.com,079420003,
५०३,लुम्बिनी प्रदेश,मुसिकोट नगरपालिका,गुल्मी,http://musikotmungulmi.gov.np,musikotmpgulmi@gmail.com,079-412145,
५०४,लुम्बिनी प्रदेश,इस्मा गाउँपालिका,गुल्मी,http://ismamun.gov.np,info@ismamun.gov.np,9857067914,
५०५,लुम्बिनी प्रदेश,मालिका गाउँपालिका,गुल्मी,http://malikamungulmi.gov.np,malikagaupalika@gmail.com,079620075,
५०६,लुम्बिनी प्रदेश,मदाने गाउँपालिका,गुल्मी,http://madanemun.gov.np,gaupalikamadane@gmail.com,9857067509,
५०७,लुम्बिनी प्रदेश,धुर्कोट गाउँपालिका,गुल्मी,http://dhurkotmun.gov.np,dhurkotmun@gmail.com,9857067842,
५०८,लुम्बिनी प्रदेश,रेसुंगा नगरपालिका,गुल्मी,http://resungamun.gov.np,info@resungamun.gov.np,079-520150,
५०९,लुम्बिनी प्रदेश,गुल्मीदरबार गाउँपालिका,गुल्मी,http://gulmidarbarmun.gov.np,info@gulmidarbarmun.gov.np,9857074400,
५१०,लुम्बिनी प्रदेश,छत्रकोट गाउँपालिका,गुल्मी,http://chhatrakotmun.gov.np,info@chhatrakotmun.gov.np,9857067908,
५११,लुम्बिनी प्रदेश,रुरुक्षेत्र गाउँपालिका,गुल्मी,http://rurumun.gov.np,ruralruru@gmail.com,079410104,
५१२,लुम्बिनी प्रदेश,छत्रदेव गाउँपालिका,अर्घाखाँची,http://chhatradevmun.gov.np,info@chhatradevmun.gov.np,077690573,
५१३,लुम्बिनी प्रदेश,मालारानी गाउँपालिका,अर्घाखाँची,http://malaranimun.gov.np,malaraniruralmun@gmail.com,9857061472,
५१४,लुम्बिनी प्रदेश,भुमिकास्थान नगरपालिका,अर्घाखाँची,http://bhumikasthanmun.gov.np,bhumikasthanmunicipality@gmail.com,9843761875,
५१५,लुम्बिनी प्रदेश,सन्धिखर्क नगरपालिका,अर्घाखाँची,http://sandhikharkamun.gov.np,sandhikharkamunicipality@gmail.com,077420662,
५१६,लुम्बिनी प्रदेश,पाणिनी गाउँपालिका,अर्घाखाँची,http://paninimun.gov.np,info@paninimun.gov.np,9857086529,
५१७,लुम्बिनी प्रदेश,शितगंगा नगरपालिका,अर्घाखाँची,http://shitagangamun.gov.np,sitgangamunicipality@gmail.com,9857069822,
५१८,लुम्बिनी प्रदेश,रामपुर नगरपालिका,पाल्पा,http://rampurmun.gov.np,info@rampurmun.gov.np,075-400475,
५१९,लुम्बिनी प्रदेश,पूर्वखोला गाउँपालिका,पाल्पा,http://purbakholamun.gov.np,info@purbakholamun.gov.np,9857068575,
५२०,लुम्बिनी प्रदेश,रम्भा गाउँपालिका,पाल्पा,http://rambhamun.gov.np,info@rambhamun.gov.np,"9867286985,9857068770",
५२१,लुम्बिनी प्रदेश,बगनासकाली गाउँपालिका,पाल्पा,http://baganaskalimun.gov.np,baganaskali.rural@gmail.com,9857060750,
५२२,लुम्बिनी प्रदेश,तानसेन नगरपालिका,पाल्पा,http://tansenmun.gov.np,ito.tansenmun@gmail.com,075-520109,
५२३,लुम्बिनी प्रदेश,रिब्दीकोट गाउँपालिका,पाल्पा,http://ribdikotmun.gov.np,info@ribdikotmun.gov.np,075-692307,
५२४,लुम्बिनी प्रदेश,रैनादेवी छहरा गाउँपालिका,पाल्पा,http://rainadevichhaharamun.gov.np,info@rainadevichhaharamun.gov.np,075691025,
५२५,लुम्बिनी प्रदेश,तिनाउ गाउँपालिका,पाल्पा,http://tinaumun.gov.np,tinaururalmunicipality@gmail.com,075413064,
५२६,लुम्बिनी प्रदेश,माथागढी गाउँपालिका,पाल्पा,http://mathagadhimun.gov.np,mathagadhimun@gmail.com,9857062449,
५२७,लुम्बिनी प्रदेश,निस्दी गाउँपालिका,पाल्पा,http://nisdimun.gov.np,info@nisdimun.gov.np,075620041,
५२८,लुम्बिनी प्रदेश,बर्दघाट नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://bardaghatmun.gov.np,info@bardaghatmun.gov.np,078580407,
५२९,लुम्बिनी प्रदेश,सुनवल नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://sunwalmun.gov.np,sunwalmunicipality@gmail.com,078570110,
५३०,लुम्बिनी प्रदेश,रामग्राम नगरपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://ramgrammun.gov.np,municipalityramgram@gmail.com,078-520684,
५३१,लुम्बिनी प्रदेश,पाल्हीनन्दन गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://palhinandanmun.gov.np,palhinandanrulmun2073@gmail.com,9857046036,
५३२,लुम्बिनी प्रदेश,सरावल गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://sarawalmun.gov.np,info@sarawalmun.gov.np,9857046266,
५३३,लुम्बिनी प्रदेश,प्रतापपुर गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://pratappurmun.gov.np,info@pratappurmun.gov.np,078419095,
५३४,लुम्बिनी प्रदेश,सुस्ता गाउँपालिका,नवलपरासी (बर्दघाट सुस्ता पश्चिम),http://sustamun.gov.np,ito.sustamun@gmail.com,07850600,
५३५,लुम्बिनी प्रदेश,देवदह नगरपालिका,रूपन्देही,http://devdahamun.gov.np,info@devdahamun.gov.np,071-577303,
५३६,लुम्बिनी प्रदेश,बुटवल उप-महानगरपालिका,रूपन्देही,http://butwalmun.gov.np,info@butwalmun.gov.np,071-540035,
५३७,लुम्बिनी प्रदेश,सैनामैना नगरपालिका,रूपन्देही,http://sainamainamun.gov.np,sainamainamunicipality@gmail.com,071-440553,
५३८,लुम्बिनी प्रदेश,कन्चन गाउँपालिका,रूपन्देही,http://kanchanmun.gov.np,kanchangaupalika@gmail.com,9857037915,
५३९,लुम्बिनी प्रदेश,गैडहवा गाउँपालिका,रूपन्देही,http://gaidahawamun.gov.np,gaidahawagaupalika@gmail.com,9857066533,
५४०,लुम्बिनी प्रदेश,शुद्धोधन गाउँपालिका,रूपन्देही,http://shuddhodhanmunrupandehi.gov.np,info@shuddhodhanmunrupandehi.gov.np,071-423040,
५४१,लुम्बिनी प्रदेश,सियारी गाउँपालिका,रूपन्देही,http://siyarimun.gov.np,siyarimun@gmail.com,9857016119,
५४२,लुम्बिनी प्रदेश,तिलोत्तमा नगरपालिका,रूपन्देही,http://tilottamamun.gov.np,tilottamamun@gmail.com,071-562979,
५४३,लुम्बिनी प्रदेश,ओमसतिया गाउँपालिका,रूपन्देही,http://omsatiyamun.gov.np,omsatiyamun@gmail.com,9857017610,
५४४,लुम्बिनी प्रदेश,रोहिणी गाउँपालिका,रूपन्देही,http://rohinimun.gov.np,rohinigaupalika1@gmail.com,071-411047,
५४५,लुम्बिनी प्रदेश,सिद्धार्थनगर नगरपालिका,रूपन्देही,http://siddharthanagarmun.gov.np,info@siddharthanagarmun.gov.np,071-520292,
५४६,लुम्बिनी प्रदेश,मायादेवी गाउँपालिका,रूपन्देही,http://mayadevimunrupandehi.gov.np,mayadeviruralmun@gmail.com,71507077,
५४७,लुम्बिनी प्रदेश,लुम्विनी सांस्कृतिक नगरपालिका,रूपन्देही,http://lumbinisanskritikmun.gov.np,lumbiniculturalmunicipality@gmail.com,071-580305,
५४८,लुम्बिनी प्रदेश,कोटहीमाई गाउँपालिका,रूपन्देही,http://kotahimaimun.gov.np,kotahimaimun@gmail.com,071-401024,
५४९,लुम्बिनी प्रदेश,सम्मरीमाई गाउँपालिका,रूपन्देही,http://sammarimaimun.gov.np,sammarimairm@gmail.com,9857016956,
५५०,लुम्बिनी प्रदेश,मर्चवारी गाउँपालिका,रूपन्देही,http://marchawarimun.gov.np,marchawari2073@gmail.com,9857016993,
